DocEntry;DocDate;CardCode;CardName;ItemCode;Dscription;Miktar;ShipToCode;Address2
116;2021-10-31 00:00:00.000;M010443;STOK;TA000010054;190X75 PLAKA BEYAZ;1;STOK;TÜRKIYE
117;2021-10-31 00:00:00.000;M010443;STOK;TA000012129;MOD 2 BEYAZ (URFA);1;STOK;TÜRKIYE
118;2021-10-31 00:00:00.000;M010443;STOK;TA000010577;MOD 120_S_OP_120 C YESIL;1;STOK;TÜRKIYE
119;2021-10-31 00:00:00.000;M010443;STOK;TA000010533;MOD 12 KOYU SARI;1;STOK;TÜRKIYE
120;2021-10-31 00:00:00.000;M010443;STOK;TA000010864;MOD 16/A C SEKER SARI;1;STOK;TÜRKIYE
121;2021-10-31 00:00:00.000;M010443;STOK;TA000010390;MOD 102 LIGHT BEYAZ;1;STOK;TÜRKIYE
122;2021-10-31 00:00:00.000;M010443;STOK;TA000011904;MOD 7 GREEN;1;STOK;TÜRKIYE
123;2021-10-31 00:00:00.000;M010443;STOK;TA000011897;MOD 7 TURUNCU;1;STOK;TÜRKIYE
124;2021-10-31 00:00:00.000;M010443;STOK;TA000011802;MOD 4/B OP_100 C BEYAZ;1;STOK;TÜRKIYE
125;2021-10-31 00:00:00.000;M010443;STOK;TA000011798;MOD 4/B OP C TURUNCU;1;STOK;TÜRKIYE
126;2021-10-31 00:00:00.000;M010443;STOK;TA000011749;MOD 4/A OP C BEYAZ;1;STOK;TÜRKIYE
127;2021-10-31 00:00:00.000;M010443;STOK;TA000011750;MOD 4/A OP C YESIL;1;STOK;TÜRKIYE
128;2021-10-31 00:00:00.000;M010443;STOK;TA000011253;MOD 2_KYS_250 SIYAH;1;STOK;TÜRKIYE
129;2021-10-31 00:00:00.000;M010443;STOK;TA000011100;MOD 16/C TURUNCU;1;STOK;TÜRKIYE
130;2021-10-31 00:00:00.000;M010443;STOK;TA000010857;MOD 16/A C TURUNCU;1;STOK;TÜRKIYE
131;2021-10-31 00:00:00.000;M010443;STOK;TA000011081;MOD 16/AN C TURUNCU;1;STOK;TÜRKIYE
132;2021-10-31 00:00:00.000;M010443;STOK;TA000011037;MOD 16/A_S_OP_225_C KOYU SARI;1;STOK;TÜRKIYE
133;2021-10-31 00:00:00.000;M010443;STOK;TA000011038;MOD 16/A_S_OP_225_C KIRMIZI;1;STOK;TÜRKIYE
134;2021-10-31 00:00:00.000;M010443;STOK;TA000010845;MOD 16/A KIRMIZI;1;STOK;TÜRKIYE
135;2021-10-31 00:00:00.000;M010443;STOK;TA000010803;MOD 125 OP_225 C YESIL;1;STOK;TÜRKIYE
136;2021-10-31 00:00:00.000;M010443;STOK;TA000010792;MOD 124 OP C TURUNCU;1;STOK;TÜRKIYE
137;2021-10-31 00:00:00.000;M010443;STOK;TA000010684;MOD 121_300 SIYAH;1;STOK;TÜRKIYE
138;2021-10-31 00:00:00.000;M010443;STOK;TA000011110;MOD 16/C LIGHT TURUNCU;1;STOK;TÜRKIYE
139;2021-10-31 00:00:00.000;M010443;STOK;TA000012297;MOD 23/AYZ_I_100 BEYAZ;1;STOK;TÜRKIYE
140;2021-10-31 00:00:00.000;M010443;STOK;TA000011209;MOD 2 Z_250 BEYAZ;1;STOK;TÜRKIYE
141;2021-10-31 00:00:00.000;M010443;STOK;TA000011582;MOD 36_100 BEYAZ;1;STOK;TÜRKIYE
142;2021-10-31 00:00:00.000;M010443;STOK;TA000011820;MOD 5 LIGHT BEYAZ;1;STOK;TÜRKIYE
143;2021-10-31 00:00:00.000;M010443;STOK;TA000011817;MOD 5 BEYAZ;1;STOK;TÜRKIYE
144;2021-10-31 00:00:00.000;M010443;STOK;TA000011824;MOD 55_200 BEYAZ;1;STOK;TÜRKIYE
145;2021-10-31 00:00:00.000;M010443;STOK;TA000010509;MOD 117_500 OP TURUNCU;1;STOK;TÜRKIYE
146;2021-10-31 00:00:00.000;M010206;TEK PLASTİK SAN.TİC. A.Ş.;TA000012162;MOD 23/BYZ_100 BEYAZ (URFA);250;FARK AMBALAJ;OYMAAGAÇ MAH. 3105 SOK. NO:6/C KOCASINAN KAYSERI 0  38000 KAYSERİ TÜRKIYE
147;2021-10-31 00:00:00.000;M010443;STOK;TA000012324;MOD 3/A TURUNCU;1;STOK;TÜRKIYE
148;2021-10-31 00:00:00.000;M010176;POLATLAR SARF.MALZ.YÖN.DAN.SAN.TİC.LTD.ŞTİ.;TA000012324;MOD 3/A TURUNCU;200;DEPO;KÜÇÜKBALIKLI MAH. 6.POLAT SOK. NO:4  16000 BURSA TÜRKIYE
149;2021-10-31 00:00:00.000;M010130;İNTERSOY GIDA VE AMB MALZ SAN TIC LTD STI;TA000011255;MOD 2_KYS_250 KAYISI;70;DOKU AMBALAJ UMRANIYE;DOKU AMBALAJ ÇAMLIK MAH. PAMUK SOK. A BLOK NO:25A  34000 İSTANBUL TÜRKIYE
150;2021-10-31 00:00:00.000;M010078;DÜNYA NB AMBALAJ TEMIZ. GIDA A.Ş.;TA000011824;MOD 55_200 BEYAZ;50;DEPO;DÜNYA NB AMBALAJ TEM.TIC.SAN.A.S.  0 543 865 01 49 0 542 890 35 08 TÜRKIYE
151;2021-10-31 00:00:00.000;M010053;1E1 BİRLİK AMB.İNŞ.GIDA TİC.TLD.ŞTİ.;TA000012194;MOD 27/CZ BEYAZ (URFA);120;DEPO;MACUN MAH.249 SOK.SS.YENİMAHALLE  06000 ANKARA TÜRKIYE
152;2021-10-31 00:00:00.000;M010117;HAMZAOĞLU AMBALAJ TİC.LTD.ŞTD.;TA000012095;MOD 1 Z_250 BEYAZ (URFA);100;AYKAN AMBALAJ;AYKAN AMBALAJ RÜZGARLI SOK. NO:47 GÜLENSU MAH.  0 546 974 77 27 TÜRKIYE
153;2021-10-31 00:00:00.000;M010117;HAMZAOĞLU AMBALAJ TİC.LTD.ŞTD.;TA000012093;MOD 1 BEYAZ (URFA);50;AYKAN AMBALAJ;AYKAN AMBALAJ RÜZGARLI SOK. NO:47 GÜLENSU MAH.  0 546 974 77 27 TÜRKIYE
154;2021-10-31 00:00:00.000;M010117;HAMZAOĞLU AMBALAJ TİC.LTD.ŞTD.;TA000012182;MOD 24 LIGHT BEYAZ (URFA);50;AYKAN AMBALAJ;AYKAN AMBALAJ RÜZGARLI SOK. NO:47 GÜLENSU MAH.  0 546 974 77 27 TÜRKIYE
155;2021-10-31 00:00:00.000;M010117;HAMZAOĞLU AMBALAJ TİC.LTD.ŞTD.;TA000012113;MOD 16/A Z_150 BEYAZ (URFA);300;AYKAN AMBALAJ;AYKAN AMBALAJ RÜZGARLI SOK. NO:47 GÜLENSU MAH.  0 546 974 77 27 TÜRKIYE
156;2021-10-31 00:00:00.000;M010117;HAMZAOĞLU AMBALAJ TİC.LTD.ŞTD.;TA000012194;MOD 27/CZ BEYAZ (URFA);50;AYKAN AMBALAJ;AYKAN AMBALAJ RÜZGARLI SOK. NO:47 GÜLENSU MAH.  0 546 974 77 27 TÜRKIYE
157;2021-10-31 00:00:00.000;M010117;HAMZAOĞLU AMBALAJ TİC.LTD.ŞTD.;TA000012258;MOD 16/A BEYAZ (URFA);100;AYKAN AMBALAJ;AYKAN AMBALAJ RÜZGARLI SOK. NO:47 GÜLENSU MAH.  0 546 974 77 27 TÜRKIYE
158;2021-10-31 00:00:00.000;M010145;KÖKSALLAR AMBALAJ PAZ.SAN.TIC.LTD.STI.;TA000012109;MOD 14/A_100 BEYAZ (URFA);16;KOKSALLAR AMBALAJ;BASPINAR (ORGANIZE) OSB MAH. OSB 5.BÖLGE 83542 NOL   TÜRKIYE
159;2021-10-31 00:00:00.000;M010145;KÖKSALLAR AMBALAJ PAZ.SAN.TIC.LTD.STI.;TA000012095;MOD 1 Z_250 BEYAZ (URFA);1.400;YILDIRIMLAR TED.;YILDIRIMLAR TED. AMBALAJ SAN.TIC.LTD.STI. YESILOBA MAH. 46243 SOK. NO:6A  01000 ADANA TÜRKIYE
160;2021-10-31 00:00:00.000;M010444;ERZE IZMIR SUBE;TA000012186;MOD 27/AYZ BEYAZ (URFA);1.250;ERZE IZMIR;KIZILÜZÜM MAH. KEMALPAŞA KIZILÜZÜM CAD.   TÜRKIYE
161;2021-10-31 00:00:00.000;M010098;EKİN PLASTİK-EYÜP ZORKİRİŞÇİ;TA000012182;MOD 24 LIGHT BEYAZ (URFA);558;DEPO 4.ORG;DEPO 4. ORG SAN BÖLG. 83414 NOLU CAD. NO:15 BAŞPINAR  27000 GAZİANTEP TÜRKIYE
162;2021-10-31 00:00:00.000;M010098;EKİN PLASTİK-EYÜP ZORKİRİŞÇİ;TA000012192;MOD 27/BZ BEYAZ (URFA);5;DEPO 4.ORG;DEPO 4. ORG SAN BÖLG. 83414 NOLU CAD. NO:15 BAŞPINAR   TÜRKIYE
162;2021-10-31 00:00:00.000;M010098;EKİN PLASTİK-EYÜP ZORKİRİŞÇİ;TA000012192;MOD 27/BZ BEYAZ (URFA);325;DEPO 4.ORG;DEPO 4. ORG SAN BÖLG. 83414 NOLU CAD. NO:15 BAŞPINAR   TÜRKIYE
163;2021-10-31 00:00:00.000;M010098;EKİN PLASTİK-EYÜP ZORKİRİŞÇİ;TA000012192;MOD 27/BZ BEYAZ (URFA);6.645;DEPO 4.ORG;DEPO 4. ORG SAN BÖLG. 83414 NOLU CAD. NO:15 BAŞPINAR  27000 GAZİANTEP TÜRKIYE
164;2021-10-31 00:00:00.000;M010098;EKİN PLASTİK-EYÜP ZORKİRİŞÇİ;TA000012174;MOD 23/CYZ_100 BEYAZ (URFA);7.442;DEPO 4.ORG;DEPO 4. ORG SAN BÖLG. 83414 NOLU CAD. NO:15 BAŞPINAR  27000 GAZİANTEP TÜRKIYE
165;2021-10-31 00:00:00.000;M010117;HAMZAOĞLU AMBALAJ TİC.LTD.ŞTD.;TA000012113;MOD 16/A Z_150 BEYAZ (URFA);250;SUBAT AMBALAJ;SUBAT AMBALAJ VE PLASTIK-HALIT ÇELIKAY- ÖRNEK MAH. ALI FUAT CEBESOY CAD. NO:16A  0216 472 79 25 TÜRKIYE
166;2021-10-31 00:00:00.000;M010117;HAMZAOĞLU AMBALAJ TİC.LTD.ŞTD.;TA000012095;MOD 1 Z_250 BEYAZ (URFA);150;SUBAT AMBALAJ;SUBAT AMBALAJ VE PLASTIK-HALIT ÇELIKAY- ÖRNEK MAH. ALI FUAT CEBESOY CAD. NO:16A  0216 472 79 25 TÜRKIYE
167;2021-10-31 00:00:00.000;M010117;HAMZAOĞLU AMBALAJ TİC.LTD.ŞTD.;TA000012131;MOD 2 Z_250 BEYAZ (URFA);150;SUBAT AMBALAJ;SUBAT AMBALAJ VE PLASTIK-HALIT ÇELIKAY- ÖRNEK MAH. ALI FUAT CEBESOY CAD. NO:16A  0216 472 79 25 TÜRKIYE
168;2021-10-31 00:00:00.000;M010117;HAMZAOĞLU AMBALAJ TİC.LTD.ŞTD.;TA000012192;MOD 27/BZ BEYAZ (URFA);150;SUBAT AMBALAJ;SUBAT AMBALAJ VE PLASTIK-HALIT ÇELIKAY- ÖRNEK MAH. ALI FUAT CEBESOY CAD. NO:16A  0216 472 79 25 TÜRKIYE
169;2021-10-31 00:00:00.000;M010117;HAMZAOĞLU AMBALAJ TİC.LTD.ŞTD.;TA000012182;MOD 24 LIGHT BEYAZ (URFA);150;SUBAT AMBALAJ;SUBAT AMBALAJ VE PLASTIK-HALIT ÇELIKAY- ÖRNEK MAH. ALI FUAT CEBESOY CAD. NO:16A  0216 472 79 25 TÜRKIYE
170;2021-10-31 00:00:00.000;M010117;HAMZAOĞLU AMBALAJ TİC.LTD.ŞTD.;TA000012155;MOD 23/AYZ_100 BEYAZ (URFA);100;SUBAT AMBALAJ;SUBAT AMBALAJ VE PLASTIK-HALIT ÇELIKAY- ÖRNEK MAH. ALI FUAT CEBESOY CAD. NO:16A  0216 472 79 25 TÜRKIYE
171;2021-10-31 00:00:00.000;M010117;HAMZAOĞLU AMBALAJ TİC.LTD.ŞTD.;TA000012174;MOD 23/CYZ_100 BEYAZ (URFA);100;SUBAT AMBALAJ;SUBAT AMBALAJ VE PLASTIK-HALIT ÇELIKAY- ÖRNEK MAH. ALI FUAT CEBESOY CAD. NO:16A  0216 472 79 25 TÜRKIYE
172;2021-10-31 00:00:00.000;M010117;HAMZAOĞLU AMBALAJ TİC.LTD.ŞTD.;TA000012214;MOD 36/DZ_100 BEYAZ (URFA);70;SUBAT AMBALAJ;SUBAT AMBALAJ VE PLASTIK-HALIT ÇELIKAY- ÖRNEK MAH. ALI FUAT CEBESOY CAD. NO:16A  0216 472 79 25 TÜRKIYE
173;2021-10-31 00:00:00.000;M010117;HAMZAOĞLU AMBALAJ TİC.LTD.ŞTD.;TA000011498;MOD 33/BY_900 BEYAZ (URFA);30;SUBAT AMBALAJ;SUBAT AMBALAJ VE PLASTIK-HALIT ÇELIKAY- ÖRNEK MAH. ALI FUAT CEBESOY CAD. NO:16A  0216 472 79 25 TÜRKIYE
174;2021-10-31 00:00:00.000;M010117;HAMZAOĞLU AMBALAJ TİC.LTD.ŞTD.;TA000012200;MOD 33/AY_900 BEYAZ (URFA);25;SUBAT AMBALAJ;SUBAT AMBALAJ VE PLASTIK-HALIT ÇELIKAY- ÖRNEK MAH. ALI FUAT CEBESOY CAD. NO:16A  0216 472 79 25 TÜRKIYE
175;2021-10-31 00:00:00.000;M010145;KÖKSALLAR AMBALAJ PAZ.SAN.TIC.LTD.STI.;TA000012095;MOD 1 Z_250 BEYAZ (URFA);1.000;EMIR PLASTIK;EMIR PLASTIK AMBALAJ - HALIL SIMSEK PASABAGI MAH. SUTIM TOP. SIT. F BLOK NO:131  63000 ŞANLIURFA TÜRKIYE
176;2021-10-31 00:00:00.000;M010145;KÖKSALLAR AMBALAJ PAZ.SAN.TIC.LTD.STI.;TA000012131;MOD 2 Z_250 BEYAZ (URFA);20;EMIR PLASTIK;EMIR PLASTIK AMBALAJ - HALIL SIMSEK PASABAGI MAH. SUTIM TOP. SIT. F BLOK NO:131  63000 ŞANLIURFA TÜRKIYE
177;2021-10-31 00:00:00.000;M010031;ATILIM AMB.SAN.TİC.LTD.ŞTİ.;TA000010747;MOD 122/B BEYAZ;50;DEPO;ATILIM AMB.LTD.ŞTİ.  0 212 659 19 69 TÜRKIYE
178;2021-10-31 00:00:00.000;M010208;UFUKCAN AMBALAJ PLASTİK TEM GIDA İNŞ LTD ŞTİ;TA000011025;MOD 16/A_KYS_150 KAYISI;22;KADIR BAL;KADIR BAL HÜRRIYET MAH. HÜRRIYET CAD. FATIH APT. NO:61D  34000 İSTANBUL TÜRKIYE
179;2021-10-31 00:00:00.000;M010117;HAMZAOĞLU AMBALAJ TİC.LTD.ŞTD.;TA000012109;MOD 14/A_100 BEYAZ (URFA);200;HAMZAOGLU TRABZON;CUMHURIYET MAH. SEHIT IS.UZM.ÇVS. MUSTAFA ALI YAZICIOGLU CAD.  61000 TRABZON TÜRKIYE
180;2021-10-31 00:00:00.000;M010117;HAMZAOĞLU AMBALAJ TİC.LTD.ŞTD.;TA000012182;MOD 24 LIGHT BEYAZ (URFA);500;HAMZAOGLU TRABZON;CUMHURIYET MAH. SEHIT IS.UZM.ÇVS. MUSTAFA ALI YAZICIOGLU CAD.  0 462 248 31 74 TÜRKIYE
181;2021-10-31 00:00:00.000;M010117;HAMZAOĞLU AMBALAJ TİC.LTD.ŞTD.;TA000012186;MOD 27/AYZ BEYAZ (URFA);100;HAMZAOGLU TRABZON;CUMHURIYET MAH. SEHIT IS.UZM.ÇVS. MUSTAFA ALI YAZICIOGLU CAD.  61000 TRABZON TÜRKIYE
182;2021-10-31 00:00:00.000;M010117;HAMZAOĞLU AMBALAJ TİC.LTD.ŞTD.;TA000012194;MOD 27/CZ BEYAZ (URFA);500;HAMZAOGLU TRABZON;CUMHURIYET MAH. SEHIT IS.UZM.ÇVS. MUSTAFA ALI YAZICIOGLU CAD.  0 462 248 31 74 TÜRKIYE
183;2021-10-31 00:00:00.000;M010130;İNTERSOY GIDA VE AMB MALZ SAN TIC LTD STI;TA000012208;MOD 33/CY_900 BEYAZ (URFA);20;BAYRAKTAR AMBALAJ;BAYRAKTAR AMBALAJ - EYÜPSULTAN MAH. KIZILAY CAD. NO:36 SAMANDIRA  34000 İSTANBUL TÜRKIYE
184;2021-10-31 00:00:00.000;M010130;İNTERSOY GIDA VE AMB MALZ SAN TIC LTD STI;TA000012182;MOD 24 LIGHT BEYAZ (URFA);150;BAYRAKTAR AMBALAJ;BAYRAKTAR AMBALAJ - EYÜPSULTAN MAH. KIZILAY CAD. NO:36 SAMANDIRA  34000 İSTANBUL TÜRKIYE
185;2021-10-31 00:00:00.000;M010130;İNTERSOY GIDA VE AMB MALZ SAN TIC LTD STI;TA000011498;MOD 33/BY_900 BEYAZ (URFA);20;BAYRAKTAR AMBALAJ;BAYRAKTAR AMBALAJ - EYÜPSULTAN MAH. KIZILAY CAD. NO:36 SAMANDIRA  0 537 546 61 41 TÜRKIYE
186;2021-10-31 00:00:00.000;M010130;İNTERSOY GIDA VE AMB MALZ SAN TIC LTD STI;TA000012258;MOD 16/A BEYAZ (URFA);50;BAYRAKTAR AMBALAJ;BAYRAKTAR AMBALAJ - EYÜPSULTAN MAH. KIZILAY CAD. NO:36 SAMANDIRA  34000 İSTANBUL TÜRKIYE
187;2021-10-31 00:00:00.000;M010130;İNTERSOY GIDA VE AMB MALZ SAN TIC LTD STI;TA000012192;MOD 27/BZ BEYAZ (URFA);200;BAYRAKTAR AMBALAJ;BAYRAKTAR AMBALAJ - EYÜPSULTAN MAH. KIZILAY CAD. NO:36 SAMANDIRA  34000 İSTANBUL TÜRKIYE
188;2021-10-31 00:00:00.000;M010130;İNTERSOY GIDA VE AMB MALZ SAN TIC LTD STI;TA000012155;MOD 23/AYZ_100 BEYAZ (URFA);100;BAYRAKTAR AMBALAJ;BAYRAKTAR AMBALAJ - EYÜPSULTAN MAH. KIZILAY CAD. NO:36 SAMANDIRA  34000 İSTANBUL TÜRKIYE
189;2021-10-31 00:00:00.000;M010130;İNTERSOY GIDA VE AMB MALZ SAN TIC LTD STI;TA000012113;MOD 16/A Z_150 BEYAZ (URFA);100;BAYRAKTAR AMBALAJ;BAYRAKTAR AMBALAJ - EYÜPSULTAN MAH. KIZILAY CAD. NO:36 SAMANDIRA  34000 İSTANBUL TÜRKIYE
190;2021-10-31 00:00:00.000;M010145;KÖKSALLAR AMBALAJ PAZ.SAN.TIC.LTD.STI.;TA000012095;MOD 1 Z_250 BEYAZ (URFA);9.000;KOKSALLAR AMBALAJ;BASPINAR (ORGANIZE) OSB MAH. OSB 5.BÖLGE 83542 NOL  63063 GAZİANTEP TÜRKIYE
191;2021-10-31 00:00:00.000;M010145;KÖKSALLAR AMBALAJ PAZ.SAN.TIC.LTD.STI.;TA000012155;MOD 23/AYZ_100 BEYAZ (URFA);2.792;KOKSALLAR AMBALAJ;BASPINAR (ORGANIZE) OSB MAH. OSB 5.BÖLGE 83542 NOL  63063 GAZİANTEP TÜRKIYE
192;2021-10-31 00:00:00.000;M010179;SOYLU AMB.PAZ.LTD.STI.-MALATYA;TA000012182;MOD 24 LIGHT BEYAZ (URFA);500;BIREL AMBALAJ;BİREL AMBALAJ MLZ. SANAYİ MAH. 60419 NOLU SOK.  0 535 837 24 66 TÜRKIYE
193;2021-10-31 00:00:00.000;M010179;SOYLU AMB.PAZ.LTD.STI.-MALATYA;TA000012200;MOD 33/AY_900 BEYAZ (URFA);90;BIREL AMBALAJ;BİREL AMBALAJ MLZ. SANAYİ MAH. 60419 NOLU SOK.  0 535 837 24 66 TÜRKIYE
194;2021-10-31 00:00:00.000;M020009;ASSAPLAST LTD.-BULGARISTAN;TA000012034;MOD HB10 BEYAZ;600;ASSAPLAST;22 KOKICHE   BULGARIA
195;2021-10-31 00:00:00.000;M010179;SOYLU AMB.PAZ.LTD.STI.-MALATYA;TA000012155;MOD 23/AYZ_100 BEYAZ (URFA);20;DEPO;GIDA TOPTANCILAR SITESI 1.BLOK NO:2  0 422 311 18 12 TÜRKIYE
196;2021-10-31 00:00:00.000;M010206;TEK PLASTİK SAN.TİC. A.Ş.;TA000012192;MOD 27/BZ BEYAZ (URFA);39;UZMAN PLS;UZMAN PLS.AMB.TEM.TIC. - EVRIM SIRIN YUKARI YAHYALAR IVEDIK CAD. NO:652D YENIMAHALLE  06000 ANKARA TÜRKIYE
197;2021-10-31 00:00:00.000;M010081;ENGİNOĞLU AMBALAJ - RAMADAN ENGİN;TA000010333;MOD 1_KYS_250 KAYISI;50;DEPO;ENGİNOĞLU AMBALAJ - RAMADAN ENGİN  54000 SAKARYA TÜRKIYE
198;2021-10-31 00:00:00.000;M010098;EKİN PLASTİK-EYÜP ZORKİRİŞÇİ;TA000011259;MOD 2_U_L_BSZ BEYAZ (URFA);178;DEPO 4.ORG;DEPO 4. ORG SAN BÖLG. 83414 NOLU CAD. NO:15 BAŞPINAR  27000 GAZİANTEP TÜRKIYE
199;2021-10-31 00:00:00.000;M010098;EKİN PLASTİK-EYÜP ZORKİRİŞÇİ;TA000010338;MOD 1_U_L_BSZ BEYAZ (URFA);9.999;DEPO 4.ORG;DEPO 4. ORG SAN BÖLG. 83414 NOLU CAD. NO:15 BAŞPINAR  27000 GAZİANTEP TÜRKIYE
200;2021-10-31 00:00:00.000;M010098;EKİN PLASTİK-EYÜP ZORKİRİŞÇİ;TA000012095;MOD 1 Z_250 BEYAZ (URFA);5.038;DEPO 4.ORG;DEPO 4. ORG SAN BÖLG. 83414 NOLU CAD. NO:15 BAŞPINAR  27000 GAZİANTEP TÜRKIYE
201;2021-10-31 00:00:00.000;M010098;EKİN PLASTİK-EYÜP ZORKİRİŞÇİ;TA000012192;MOD 27/BZ BEYAZ (URFA);9.999;DEPO 4.ORG;DEPO 4. ORG SAN BÖLG. 83414 NOLU CAD. NO:15 BAŞPINAR  27000 GAZİANTEP TÜRKIYE
202;2021-10-31 00:00:00.000;M010098;EKİN PLASTİK-EYÜP ZORKİRİŞÇİ;TA000012192;MOD 27/BZ BEYAZ (URFA);9.999;DEPO 4.ORG;DEPO 4. ORG SAN BÖLG. 83414 NOLU CAD. NO:15 BAŞPINAR  27000 GAZİANTEP TÜRKIYE
203;2021-10-31 00:00:00.000;M010098;EKİN PLASTİK-EYÜP ZORKİRİŞÇİ;TA000012192;MOD 27/BZ BEYAZ (URFA);9.999;DEPO 4.ORG;DEPO 4. ORG SAN BÖLG. 83414 NOLU CAD. NO:15 BAŞPINAR  27000 GAZİANTEP TÜRKIYE
204;2021-10-31 00:00:00.000;M010098;EKİN PLASTİK-EYÜP ZORKİRİŞÇİ;TA000012192;MOD 27/BZ BEYAZ (URFA);3.591;DEPO 4.ORG;DEPO 4. ORG SAN BÖLG. 83414 NOLU CAD. NO:15 BAŞPINAR  27000 GAZİANTEP TÜRKIYE
205;2021-10-31 00:00:00.000;M010206;TEK PLASTİK SAN.TİC. A.Ş.;TA000012113;MOD 16/A Z_150 BEYAZ (URFA);6;ORPAK AMBALAJ;HÜSEYIN ORUÇ GIMAT 6.BLOK NO:180 YENIMAHALLE ANKAR  06000 ANKARA TÜRKIYE
206;2021-10-31 00:00:00.000;M010206;TEK PLASTİK SAN.TİC. A.Ş.;TA000012155;MOD 23/AYZ_100 BEYAZ (URFA);105;EKOTERM;EKOTERM DOGALGAZ AMB.MALZ.LTD.STI. ESTIM TOPTANCILAR SITESI D BLOK NO:6  26000 ESKİŞEHİR TÜRKIYE
207;2021-10-31 00:00:00.000;M010206;TEK PLASTİK SAN.TİC. A.Ş.;TA000012192;MOD 27/BZ BEYAZ (URFA);156;EKOTERM;EKOTERM DOGALGAZ AMB.MALZ.LTD.STI. ESTIM TOPTANCILAR SITESI D BLOK NO:6  26000 ESKİŞEHİR TÜRKIYE
208;2021-10-31 00:00:00.000;M010206;TEK PLASTİK SAN.TİC. A.Ş.;TA000012192;MOD 27/BZ BEYAZ (URFA);6;ORPAK AMBALAJ;HÜSEYIN ORUÇ GIMAT 6.BLOK NO:180 YENIMAHALLE ANKAR  06000 ANKARA TÜRKIYE
209;2021-10-31 00:00:00.000;M010145;KÖKSALLAR AMBALAJ PAZ.SAN.TIC.LTD.STI.;TA000012095;MOD 1 Z_250 BEYAZ (URFA);1.364;AYKA MODERN;AYKA MODERN SANAYI SITESI NO:16A  01000 ADANA TÜRKIYE
210;2021-10-31 00:00:00.000;M010148;LAPİNA TUR.İŞL.VE TİC.SAN.LTD.ŞTİ.;TA000012194;MOD 27/CZ BEYAZ (URFA);1;DEPO;GÜVERCİNLİK YOLU  48000 MUĞLA TÜRKIYE
211;2021-10-31 00:00:00.000;M010148;LAPİNA TUR.İŞL.VE TİC.SAN.LTD.ŞTİ.;TA000012182;MOD 24 LIGHT BEYAZ (URFA);7;DEPO;GÜVERCİNLİK YOLU  48000 MUĞLA TÜRKIYE
212;2021-10-31 00:00:00.000;M020091;MOHAMAD ALHAJ MOHAMAD - SURİYE;TA000011258;MOD 2_U_L BEYAZ (URFA);450;Ship To;HALEP SURIYE   SYRIA
212;2021-10-31 00:00:00.000;M020091;MOHAMAD ALHAJ MOHAMAD - SURİYE;TA000012174;MOD 23/CYZ_100 BEYAZ (URFA);300;Ship To;HALEP SURIYE   SYRIA
212;2021-10-31 00:00:00.000;M020091;MOHAMAD ALHAJ MOHAMAD - SURİYE;TA000011069;MOD 16/A_U_L BEYAZ (URFA);300;Ship To;HALEP SURIYE   SYRIA
212;2021-10-31 00:00:00.000;M020091;MOHAMAD ALHAJ MOHAMAD - SURİYE;TA000012155;MOD 23/AYZ_100 BEYAZ (URFA);100;Ship To;HALEP SURIYE   SYRIA
212;2021-10-31 00:00:00.000;M020091;MOHAMAD ALHAJ MOHAMAD - SURİYE;TA000012192;MOD 27/BZ BEYAZ (URFA);100;Ship To;HALEP SURIYE   SYRIA
212;2021-10-31 00:00:00.000;M020091;MOHAMAD ALHAJ MOHAMAD - SURİYE;TA000012214;MOD 36/DZ_100 BEYAZ (URFA);100;Ship To;HALEP SURIYE   SYRIA
212;2021-10-31 00:00:00.000;M020091;MOHAMAD ALHAJ MOHAMAD - SURİYE;TA000012014;MOD 8/C_U_L BEYAZ;100;Ship To;HALEP SURIYE   SYRIA
212;2021-10-31 00:00:00.000;M020091;MOHAMAD ALHAJ MOHAMAD - SURİYE;TA000010337;MOD 1_U_L BEYAZ (URFA);400;Ship To;HALEP SURIYE   SYRIA
213;2021-10-31 00:00:00.000;M010445;ERZE URFA SUBE;TA000011418;MOD 24 LIGHT BEYAZ;289;ERZE URFA;ORGANİZE SANAYİ BÖLGESİ .   TÜRKIYE
214;2021-10-31 00:00:00.000;M010130;İNTERSOY GIDA VE AMB MALZ SAN TIC LTD STI;TA000010983;MOD 16/A Z_150 BEYAZ (IZMIR);800;DENIZ AMBALAJ;FEVZI ÇAKMAK MAH. 2005 SOK. NO:104/C BAGCILAR  34000 İSTANBUL TÜRKIYE
215;2021-10-31 00:00:00.000;M010117;HAMZAOĞLU AMBALAJ TİC.LTD.ŞTD.;TA000012192;MOD 27/BZ BEYAZ (URFA);100;ENFAL AMBALAJ - AHMET KAYA;ENFAL AMBALAJ - AHMET KAYA FATIH MAH. SEYHAN CAD. NO:64  0 531 835 27 62 TÜRKIYE
216;2021-10-31 00:00:00.000;M010117;HAMZAOĞLU AMBALAJ TİC.LTD.ŞTD.;TA000012200;MOD 33/AY_900 BEYAZ (URFA);15;ENFAL AMBALAJ - AHMET KAYA;ENFAL AMBALAJ - AHMET KAYA FATIH MAH. SEYHAN CAD. NO:64  0 531 835 27 62 TÜRKIYE
